n,carat,cut,color,clarity,depth,table,price,x,y,z
1307,0.7,Very Good,F,VS2,62.4,57,2956,5.67,5.71,3.55
1312,0.7,Ideal,F,VS2,60.8,57,2956,5.75,5.77,3.5
1316,0.72,Ideal,F,VS2,62.2,56,2956,5.75,5.73,3.57
1319,0.72,Good,G,VS1,58,57.8,2958,5.85,5.87,3.4
1324,0.82,Ideal,I,SI1,61.8,55,2959,6,6.03,3.72
1325,0.74,Fair,G,VVS2,65.2,58,2959,5.7,5.6,3.69
1330,0.76,Ideal,F,VS2,62.6,56,2960,5.82,5.78,3.63
1336,0.74,Ideal,H,VVS2,61.2,57,2961,5.79,5.85,3.56
1337,0.72,Premium,E,VS1,61.5,60,2961,5.79,5.75,3.55
1343,0.71,Premium,F,VS1,62.1,53,2961,5.77,5.7,3.56
1345,0.96,Premium,E,SI2,60.4,56,2961,6.32,6.23,3.79
1352,0.71,Very Good,E,VS2,62.9,57,2964,5.68,5.7,3.58
1353,0.71,Very Good,E,SI1,62.9,55,2964,5.64,5.68,3.56
1354,0.71,Very Good,D,SI1,59.4,59,2964,5.78,5.81,3.44
1363,1.5,Fair,H,I1,65.6,54,2964,7.26,7.09,4.7
1367,0.71,Ideal,I,VS1,61.6,56,2965,5.71,5.75,3.53
1372,0.73,Very Good,G,VS2,62.1,59,2966,5.68,5.73,3.54
1374,0.7,Ideal,I,VVS1,61.8,56,2966,5.69,5.73,3.53
1378,0.7,Very Good,E,VS1,61.5,56,2967,5.69,5.75,3.52
1381,0.31,Premium,E,SI2,60.8,61,558,4.43,4.39,2.68
1386,0.31,Very Good,G,VS2,61.4,55,559,4.38,4.41,2.69
1387,0.31,Very Good,G,VS2,60.9,57,559,4.37,4.39,2.67
1389,0.24,Ideal,G,VVS1,62.1,56,559,3.97,4,2.47
1390,0.24,Ideal,G,VVS1,62.2,56,559,4,4.04,2.5
1392,0.24,Ideal,G,VVS1,62,56,559,3.97,4.01,2.47
1394,0.32,Ideal,E,SI1,61,56,559,4.41,4.45,2.7
1395,0.24,Ideal,G,IF,61.7,56,559,3.99,4.01,2.47
1398,0.24,Ideal,G,IF,61.6,57,559,3.99,4.02,2.46
1401,0.32,Ideal,G,VS1,61.8,55,559,4.42,4.45,2.74
1403,0.25,Very Good,E,VVS1,61.5,56,560,4.06,4.08,2.5
1405,0.27,Very Good,F,IF,60.4,58,560,4.18,4.2,2.53
1408,0.41,Ideal,I,SI1,61.7,55,561,4.77,4.8,2.95
1410,0.32,Ideal,H,VS1,61.5,57,561,4.4,4.42,2.71
1414,0.71,Premium,D,VS2,58.7,61,2968,5.88,5.85,3.44
1415,1.06,Premium,I,SI2,61.5,57,2968,6.57,6.49,4.02
1421,0.78,Premium,E,VS2,62.6,57,2970,5.91,5.85,3.68
1423,1.04,Good,I,SI2,59.9,64,2970,6.51,6.45,3.88
1424,0.91,Fair,F,SI1,64.9,57,2971,6.13,6.08,3.96
1428,0.9,Very Good,H,SI2,63.1,60,2972,6.14,6.09,3.86
1429,0.81,Premium,H,VS1,62.6,58,2972,5.96,5.9,3.71
1430,0.9,Very Good,J,SI2,63.3,59,2973,6.08,6.12,3.86
1439,1,Fair,D,SI2,69.3,58,2974,5.96,5.87,4.1
1443,0.82,Very Good,E,SI2,63.3,56,2975,5.99,5.95,3.78
1447,0.77,Premium,E,SI1,60.4,58,2975,6,5.88,3.59
1448,0.79,Ideal,F,SI1,62.5,57,2976,5.88,5.92,3.69
1449,0.72,Ideal,E,SI1,61,56,2976,5.82,5.85,3.56
1455,0.71,Ideal,G,VVS2,62.5,58,2978,5.7,5.73,3.57
1458,0.76,Ideal,E,SI2,62.1,56,2978,5.85,5.88,3.64
1467,0.91,Ideal,I,SI2,61.6,57,2981,6.24,6.23,3.84
1472,0.71,Very Good,G,VS1,60.8,63,2982,5.76,5.68,3.48
1475,0.9,Very Good,J,VS2,63.1,57,2984,6.12,6.06,3.84
1476,1,Premium,G,I1,62.5,62,2984,6.42,6.35,3.99
1477,0.7,Very Good,D,VS2,63.1,56,2985,5.62,5.69,3.57
1481,0.8,Ideal,I,VS1,61.9,54.1,2986,5.92,5.98,3.69
1482,0.82,Ideal,I,VS1,61.6,57,2986,6,6.05,3.71
1483,0.84,Ideal,G,SI2,62,56,2986,6.02,6.05,3.74
1485,0.74,Ideal,D,SI1,61.5,56,2987,5.8,5.84,3.58
1486,0.77,Premium,E,SI1,61.7,58,2988,5.86,5.9,3.63
1489,0.76,Ideal,I,IF,61.6,55,2988,5.92,5.89,3.64
1494,0.57,Good,E,VVS1,59.1,65,2990,5.34,5.43,3.18
1496,0.7,Ideal,D,VS2,60.3,60,2991,5.71,5.76,3.46
1504,0.7,Ideal,F,VS1,62.4,55,2993,5.65,5.7,3.54
1507,1.01,Fair,G,SI1,65.1,57,2993,6.27,6.22,4.07
1508,0.71,Very Good,F,VS2,59.6,56,2994,5.84,5.88,3.49
1509,0.71,Very Good,G,VS1,59.3,55,2994,5.88,5.95,3.51
1518,0.77,Ideal,D,SI1,61.4,56,2996,5.9,5.93,3.63
1519,0.74,Ideal,I,VS2,61.9,55,2997,5.8,5.83,3.6
1523,0.7,Ideal,F,VS1,61.6,57,2998,5.7,5.73,3.52
1528,1.02,Fair,H,I1,61.5,60,2999,6.4,6.34,3.92
1530,0.71,Ideal,F,SI1,61.9,56,2999,5.69,5.74,3.54
1533,0.74,Premium,E,VS1,60.9,62,2999,5.83,5.8,3.54
1536,0.93,Good,J,VS2,63.6,61,3000,6.16,6.08,3.89
1539,0.9,Ideal,I,SI2,62,56,3001,6.16,6.2,3.83
1540,0.72,Very Good,D,SI1,61.5,58,3001,5.74,5.78,3.54
1543,0.7,Very Good,D,VS1,63.4,59,3001,5.58,5.55,3.53
1546,0.83,Very Good,E,SI1,62.1,58,3002,6.01,6.04,3.74
1550,0.72,Good,F,VS1,63.8,58,3002,5.68,5.63,3.61
1555,1.01,Fair,D,SI2,64.6,56,3003,6.31,6.24,4.05
1556,0.65,Premium,D,VVS2,59.9,58,3003,5.69,5.63,3.39
1559,0.7,Ideal,H,VS1,61.7,55,3004,5.69,5.72,3.52
1560,0.61,Ideal,E,VS1,61.3,54,3004,5.53,5.5,3.38
1561,0.78,Ideal,G,SI1,60.6,57,3004,5.95,5.97,3.61
1571,0.71,Premium,E,VS1,61.1,58,3006,5.8,5.76,3.53
1572,0.71,Very Good,E,VS1,63.2,60,3006,5.63,5.6,3.55
1575,0.71,Ideal,I,VVS2,60.4,57,3007,5.78,5.81,3.5
1578,0.71,Ideal,G,SI1,61.6,55,3007,5.72,5.78,3.54
1579,0.71,Ideal,G,SI1,61.9,56,3007,5.73,5.76,3.55
1580,0.71,Ideal,G,SI1,61.6,57,3007,5.73,5.76,3.54
1589,0.71,Very Good,E,VS1,62.1,57,3009,5.67,5.69,3.53
1591,0.74,Very Good,E,SI1,61.3,58,3009,5.8,5.84,3.57
1593,0.83,Very Good,F,SI1,62.1,58,3010,5.98,6.06,3.74
1595,0.8,Ideal,D,SI1,62.2,57,3011,5.89,5.85,3.65
1601,0.61,Ideal,E,VVS2,62,54,3011,5.43,5.47,3.38
1609,1,Fair,E,SI2,55.4,62,3011,6.63,6.59,3.66
1614,0.72,Ideal,E,SI1,60.3,55,3012,5.85,5.89,3.54
1616,0.75,Premium,F,VS2,61.6,58,3013,5.84,5.89,3.61
1618,0.71,Ideal,F,VS1,61.1,57,3013,5.76,5.82,3.54
1621,0.9,Premium,D,SI1,62.2,60,3013,6.08,6.05,3.77
1623,0.71,Ideal,H,VVS1,61.8,56,3014,5.7,5.75,3.54
1631,0.72,Very Good,D,VS2,62.1,59,3016,5.7,5.73,3.55
1632,0.7,Premium,E,VS1,61.8,58,3016,5.71,5.75,3.54
1637,0.9,Ideal,H,SI2,62.8,55,3016,6.18,6.11,3.86
1638,0.7,Very Good,G,VS1,60.1,60,3017,5.73,5.76,3.45
1640,1.12,Premium,G,I1,60.3,60,3017,6.75,6.69,4.05
1642,0.5,Good,D,VVS2,62.4,64,3017,5.03,5.06,3.14
1658,0.85,Ideal,G,SI1,61.6,55,3023,6.09,6.11,3.76
1660,0.9,Good,H,SI2,63.1,55,3024,6.08,6.13,3.85
1661,0.75,Premium,E,VS2,62.1,57,3024,5.9,5.79,3.63
1667,0.75,Good,D,SI1,63.6,58,3024,5.77,5.65,3.63
1670,0.75,Premium,D,SI1,59.2,58,3024,5.96,5.93,3.52
1671,0.65,Very Good,D,VVS2,57.7,60,3025,5.69,5.74,3.3
1673,0.59,Ideal,E,VVS2,61.8,57,3026,5.35,5.4,3.32
1680,0.7,Very Good,F,VVS2,58.5,60,3028,5.82,5.94,3.44
1681,0.8,Ideal,H,VS2,62.1,54,3030,5.96,5.99,3.71
1684,0.72,Premium,G,VS1,58.9,58,3032,5.93,5.85,3.47
1689,0.73,Ideal,G,VS1,61.6,57,3033,5.76,5.79,3.56
1693,0.7,Very Good,D,VS2,63.2,60,3033,5.61,5.56,3.53
1696,0.91,Premium,H,SI1,63,57,3033,6.19,6.1,3.87
1699,0.7,Ideal,G,VS1,61.4,57,3034,5.7,5.73,3.51
1700,0.72,Very Good,E,VS2,63.8,57,3035,5.66,5.69,3.62
1709,0.78,Ideal,F,SI1,61,55,3036,6,5.96,3.65
1710,0.7,Very Good,G,VVS1,63.3,57,3037,5.59,5.63,3.55
1713,0.4,Good,H,SI2,63.7,59,561,4.64,4.69,2.97
1715,0.32,Ideal,G,VS2,61.4,56,561,4.37,4.39,2.69
1717,0.32,Premium,I,VVS2,60.7,59,561,4.4,4.43,2.68
1723,0.32,Ideal,G,VS2,61.7,57,561,4.38,4.4,2.71
1724,0.32,Premium,H,VS1,62.3,58,561,4.34,4.39,2.72
1727,0.32,Good,G,VS2,63.1,57,561,4.3,4.35,2.73
1729,0.32,Ideal,G,VS2,61.8,57,561,4.37,4.4,2.71
1730,0.32,Very Good,H,VS1,61.7,58,561,4.37,4.41,2.71
1735,0.32,Good,E,SI1,63.4,55,561,4.35,4.36,2.76
1745,0.7,Very Good,G,VVS2,61,59,3039,5.67,5.7,3.47
1746,0.7,Fair,F,VS1,64.9,59,3039,5.56,5.59,3.62
1747,0.77,Very Good,D,SI1,62.1,58,3040,5.84,5.89,3.64
1753,0.71,Ideal,G,VVS2,62.5,57,3042,5.73,5.7,3.57
1754,0.72,Very Good,G,VVS2,60.4,58,3043,5.77,5.82,3.5
1762,0.71,Very Good,D,VS2,62.8,56,3045,5.67,5.7,3.57
1766,0.75,Very Good,D,SI1,59.7,62,3046,5.89,5.94,3.53
1767,0.7,Good,G,VVS2,61.1,61,3046,5.67,5.69,3.47
1768,0.79,Very Good,F,SI1,61.5,58,3047,5.94,5.97,3.66
1775,0.72,Premium,H,IF,58.7,59,3048,5.94,5.88,3.47
1778,0.72,Very Good,E,VS1,63.1,56,3048,5.7,5.65,3.58
1781,0.72,Premium,D,SI1,62.6,54,3048,5.78,5.72,3.6
1782,0.75,Ideal,E,SI1,61.4,55,3049,5.8,5.86,3.58
1787,0.76,Ideal,H,SI1,61.3,55,3050,5.87,5.93,3.62
1789,0.82,Good,E,SI2,61.8,56,3050,5.95,5.99,3.69
1793,0.7,Very Good,D,VS2,62.5,55,3052,5.65,5.71,3.55
1798,0.71,Very Good,E,VS2,59.9,59,3053,5.79,5.83,3.48
1802,0.78,Ideal,E,SI2,61,56,3053,5.92,5.98,3.63
1803,0.75,Ideal,E,SI1,61.3,57,3053,5.84,5.91,3.6
1805,0.79,Premium,G,VS1,62.3,56,3053,5.94,5.87,3.68
1808,0.7,Very Good,D,VS1,62.9,60,3054,5.62,5.67,3.55
1812,1.01,Fair,I,SI2,68.1,59,3054,6.14,6.11,4.17
1817,0.76,Ideal,E,SI1,62.4,54,3056,5.84,5.86,3.65
1826,0.91,Premium,J,VS2,61.6,58,3058,6.28,6.23,3.85
1828,0.81,Very Good,E,SI2,62.9,56,3059,5.87,5.9,3.7
1829,0.71,Very Good,E,VS1,61.8,56,3059,5.74,5.78,3.56
1840,0.72,Ideal,D,SI1,61.5,56.5,3062,5.76,5.79,3.55
1844,0.93,Premium,J,VS1,60.3,58,3062,6.37,6.31,3.82
1855,0.65,Ideal,H,IF,61.5,55,3065,5.6,5.62,3.45
1865,0.7,Very Good,E,VS1,63.4,60,3068,5.63,5.66,3.58
1873,0.71,Good,G,VVS1,62.7,61,3072,5.64,5.68,3.55
1877,0.75,Ideal,G,VS2,61.6,55,3073,5.86,5.89,3.62
1878,0.71,Ideal,E,VS2,62.2,57,3073,5.69,5.73,3.55
1880,1.03,Premium,G,I1,60.8,57,3073,6.55,6.51,3.97
1888,0.71,Very Good,F,SI2,61.4,56,3075,5.71,5.73,3.51
1892,0.76,Ideal,D,SI1,62.8,57,3075,5.81,5.85,3.66
1895,0.79,Very Good,E,SI1,63.7,58,3077,5.79,5.85,3.71
1896,0.73,Ideal,E,VS2,62.7,56,3077,5.75,5.8,3.62
1898,0.71,Premium,D,VS2,60.3,62,3077,5.76,5.69,3.45
1900,0.72,Premium,E,VS2,62.5,59,3078,5.7,5.73,3.57
1901,0.83,Premium,D,SI2,62.7,56,3078,6.01,5.98,3.76
1902,0.76,Ideal,E,VS2,61.3,56,3079,5.79,5.83,3.56
1904,0.91,Fair,D,SI2,62.5,66,3079,6.08,6.01,3.78
1906,1,Ideal,H,I1,61.3,57,3080,6.41,6.44,3.94
1909,1,Premium,H,SI2,62.8,60,3080,6.46,6.34,4.02
1911,0.71,Ideal,H,VS2,61.8,55,3080,5.75,5.78,3.56
1913,0.79,Very Good,D,SI2,63.2,57,3081,5.81,5.86,3.69
1915,0.79,Ideal,F,SI1,62,55,3081,5.93,5.95,3.68
1919,0.6,Ideal,E,VVS1,62.5,53.7,3082,5.35,5.43,3.38
1920,0.6,Ideal,E,VVS1,62,53.7,3082,5.4,5.44,3.36
1923,0.71,Premium,F,VS1,58.6,62,3082,5.88,5.82,3.43
1924,0.86,Premium,H,VS2,61.3,59,3082,6.17,6.1,3.76
1926,0.8,Premium,F,SI1,60.1,58,3082,6.07,6.05,3.64
1930,1.01,Premium,H,SI2,59.4,62,3083,6.47,6.43,3.83
1933,0.81,Premium,I,VVS2,62.9,59,3084,5.95,5.84,3.71
1935,0.61,Ideal,E,VVS1,62.2,56,3084,5.43,5.47,3.39
1945,0.81,Ideal,H,VS2,61.6,56,3084,6.03,5.98,3.7
1947,0.9,Very Good,E,SI2,63.1,54,3084,6.2,6.17,3.9
1954,0.7,Good,D,VS2,63.2,60,3087,5.56,5.61,3.53
1956,0.7,Good,D,VS2,64.1,59,3087,5.49,5.56,3.54
1961,0.79,Premium,F,VS2,60.7,60,3089,5.95,5.97,3.62
1962,0.77,Ideal,H,SI1,61.3,56,3089,5.87,5.91,3.61
1964,0.73,Ideal,G,SI1,60.9,57,3089,5.81,5.85,3.55
1966,0.73,Ideal,G,SI1,61.9,55,3089,5.76,5.8,3.58
1969,0.71,Ideal,D,VS1,62.5,57,3090,5.71,5.68,3.56
1974,0.92,Premium,J,VS2,60.9,62,3091,6.31,6.26,3.83
1975,1.2,Premium,G,I1,60.3,58,3091,6.82,6.77,4.1
1976,0.8,Premium,E,SI1,62.9,60,3091,5.89,5.87,3.7
1983,0.7,Ideal,D,VS1,61.9,57,3093,5.69,5.72,3.53
1992,0.77,Good,H,VVS1,63.1,57,3096,5.83,5.86,3.69
1996,0.52,Ideal,E,VVS1,61.8,55,3097,5.19,5.2,3.21
1997,0.53,Ideal,D,VVS1,61.6,55,3097,5.21,5.27,3.23
2006,0.72,Very Good,D,SI1,60.5,57,3102,5.85,5.89,3.55
2007,0.9,Very Good,J,VS1,62.6,55,3102,6.11,6.13,3.83
2008,0.72,Ideal,G,VS1,61.3,56,3102,5.77,5.82,3.55
2011,0.66,Ideal,D,VVS2,61.6,57,3103,5.57,5.64,3.45
2017,0.9,Fair,G,SI2,64.7,58,3104,5.94,6.03,3.87
2020,0.78,Ideal,I,VS1,61.9,56,3105,5.91,5.94,3.67
2021,0.78,Ideal,I,VS1,60.7,56,3105,5.97,6.03,3.64
2028,0.9,Fair,H,SI2,65.6,58,3105,6.05,5.95,3.95
2029,0.75,Premium,D,SI1,58.9,60,3105,5.99,5.97,3.52
2036,0.79,Ideal,E,SI1,62.1,54,3107,5.92,5.96,3.69
2046,0.32,Premium,G,VS2,62.3,60,561,4.37,4.4,2.73
2058,0.32,Very Good,E,SI1,62.2,57,561,4.38,4.43,2.74
2064,0.32,Premium,G,VS2,62.1,60,561,4.34,4.39,2.71
2067,0.32,Premium,G,VS2,61.5,58,561,4.35,4.4,2.69
2068,0.32,Ideal,E,SI1,61.9,56,561,4.39,4.43,2.73
2069,0.32,Premium,G,VS2,61.5,60,561,4.4,4.42,2.71
2070,0.32,Premium,E,SI1,61.9,59,561,4.36,4.39,2.71
2072,0.9,Good,I,VS2,62.4,65,3107,6.12,6.09,3.81
2076,0.77,Ideal,F,SI1,61.5,56,3108,5.89,5.95,3.64
2079,0.7,Very Good,E,VS1,62,60,3109,5.61,5.64,3.49
2082,1.01,Good,H,I1,63.2,58,3110,6.33,6.39,4.02
2086,0.68,Very Good,F,VVS2,57.3,60,3112,5.83,5.89,3.36
2095,0.9,Good,H,SI2,60.4,61,3114,6.14,6.22,3.73
2097,0.76,Ideal,G,VS2,61.7,55,3114,5.86,5.91,3.63
2098,0.77,Ideal,G,VS2,62.1,56,3114,5.85,5.88,3.64
2099,0.9,Good,H,SI2,64.3,58,3114,5.97,6.03,3.86
2101,0.86,Very Good,H,SI1,63.8,56,3115,6.02,6.05,3.85
2114,0.87,Ideal,H,VS2,61.7,57,3118,6.14,6.09,3.77
2117,0.7,Ideal,F,SI1,61.2,55,3119,5.74,5.76,3.52
2121,0.75,Ideal,E,VS2,62,56,3120,5.82,5.85,3.62
2123,0.77,Ideal,G,VS1,62.4,54,3121,5.93,5.89,3.69
2126,0.9,Very Good,I,SI1,63.5,59,3121,6.1,6.05,3.86
2128,0.86,Ideal,I,VS2,62.1,57,3121,6.1,6.07,3.78
2129,0.71,Very Good,E,SI1,60,56,3122,5.85,5.78,3.49
2131,0.72,Ideal,H,VS2,60.1,56,3122,5.85,5.88,3.52
2132,0.92,Good,I,SI1,57.4,65,3122,6.42,6.48,3.7
2133,0.9,Very Good,G,SI2,64.2,56,3123,6.04,6.11,3.9
2136,0.71,Ideal,G,VS1,60.9,56.6,3123,5.75,5.79,3.52
2142,0.83,Ideal,E,SI2,61.3,57,3125,6.02,6.05,3.7
2145,0.52,Ideal,E,VVS1,61.8,55,3125,5.2,5.19,3.21
2148,0.72,Ideal,G,VVS2,61.2,57,3126,5.72,5.81,3.53
2151,0.7,Very Good,G,VS1,61.6,57,3127,5.69,5.73,3.52
2155,0.73,Premium,E,VS2,61.9,57,3127,5.79,5.75,3.57
2156,0.71,Ideal,E,SI1,61.1,57,3128,5.75,5.77,3.52
2157,0.7,Ideal,D,VS2,61.5,56,3129,5.7,5.74,3.52
2161,0.74,Ideal,I,VVS2,61.3,57,3130,5.82,5.85,3.57
2162,0.74,Ideal,G,SI1,60.6,55,3130,5.87,5.93,3.57
2172,0.71,Ideal,D,VS2,61.2,56,3135,5.76,5.78,3.53
2173,0.71,Ideal,D,VS2,60.4,57,3135,5.77,5.82,3.5
2175,0.8,Very Good,D,VS2,63.1,57,3135,5.94,5.89,3.73
2179,0.8,Premium,G,VS2,59.6,59,3136,6.09,6,3.6
2181,1,Premium,E,I1,62.3,58,3136,6.38,6.33,3.96
2188,0.72,Premium,H,VVS1,61.4,58,3137,5.75,5.78,3.54
2192,0.79,Very Good,E,SI1,63.3,56.3,3138,5.85,5.88,3.71
2193,0.74,Very Good,D,SI1,61.5,59,3138,5.76,5.82,3.56
2199,0.72,Ideal,G,VVS2,62.4,57,3139,5.71,5.76,3.58
2201,0.73,Ideal,F,VS1,61.1,57,3140,5.8,5.89,3.57
2208,1,Premium,G,SI2,59.1,59,3142,6.55,6.48,0
2210,1,Fair,G,SI2,64.6,67,3142,6.25,6.19,4.02
2211,1.02,Ideal,H,SI2,58.8,57,3142,6.61,6.55,3.87
2212,1,Premium,G,SI2,61.5,56,3142,6.49,6.44,3.97
2216,0.8,Very Good,H,VS1,62.7,56,3144,5.88,5.96,3.71
2217,1.21,Good,E,I1,57.2,62,3144,7.01,6.95,3.99
2218,0.7,Very Good,E,VS1,62.8,57,3145,5.65,5.68,3.56
2220,0.84,Very Good,D,SI2,63.6,57,3145,5.95,6,3.8
2231,0.74,Premium,G,VVS1,61.2,59,3145,5.84,5.79,3.56
2232,0.72,Ideal,E,VS2,60.6,57,3145,5.85,5.83,3.54
2237,0.92,Very Good,J,VS2,60.9,62,3146,6.26,6.31,3.83
2240,0.78,Ideal,E,SI1,62.1,58,3146,5.86,5.9,3.65
2244,0.77,Ideal,G,VS1,62.2,56,3148,5.9,5.85,3.66
2249,1.03,Good,J,SI2,64.1,62,3149,6.37,6.33,4.07
2250,1.03,Fair,J,SI2,64.6,62,3149,6.3,6.21,4.06
2257,0.77,Very Good,H,VS1,62.2,57,3152,5.81,5.86,3.63
2258,0.75,Ideal,D,SI1,62,58,3152,5.81,5.84,3.61
2259,0.83,Very Good,H,VS1,63.1,60,3153,5.91,5.98,3.75
2265,0.7,Very Good,E,VS1,62.2,55,3154,5.65,5.67,3.52
2269,0.73,Ideal,G,VS2,61.7,56,3154,5.79,5.81,3.58
2270,0.77,Ideal,G,VS2,61.7,55,3154,5.87,5.9,3.63
2275,1.22,Premium,J,SI2,62.6,59,3156,6.79,4.24,3.76
2282,0.7,Ideal,F,VVS2,62,57,3160,5.68,5.74,3.54
2283,0.9,Very Good,H,SI2,62.8,57,3160,6.15,6.2,3.88
2284,0.77,Very Good,D,SI1,58.6,59,3160,6,6.04,3.53
2287,0.9,Good,H,SI2,62.4,61,3160,6.03,6.11,3.79
2288,0.9,Very Good,H,SI2,59.5,63,3160,6.26,6.31,3.74
2289,0.9,Ideal,J,VS2,61.3,57,3160,6.16,6.24,3.8
2290,0.9,Very Good,H,SI2,61.1,63,3160,6.12,6.19,3.76
2291,0.9,Very Good,H,SI2,59.2,61,3160,6.23,6.27,3.7
2293,0.9,Fair,F,SI1,66,57,3160,6.06,6,3.98
2296,0.71,Ideal,D,VS2,62.5,55,3161,5.74,5.71,3.58
2299,0.9,Good,I,VS2,62.4,65,3162,6.09,6.12,3.81
2301,0.9,Very Good,H,SI2,63,55,3162,6.1,6.16,3.86
2317,0.72,Ideal,H,VS1,61.8,55,3167,5.78,5.81,3.58
2320,0.85,Ideal,E,SI1,61.8,54,3167,6.1,6.14,3.78
2321,0.7,Ideal,H,IF,62.2,55,3167,5.68,5.71,3.54
2324,1.01,Very Good,H,I1,63.2,58,3167,6.39,6.33,4.02
2325,1.08,Ideal,F,I1,61.8,56,3168,6.64,6.62,4.1
2326,1.23,Ideal,H,I1,61.6,55,3168,6.92,6.87,4.25
2327,0.91,Very Good,J,SI2,62.4,61,3169,6.13,6.2,3.85
2330,0.76,Very Good,G,VS2,61.1,57,3170,5.84,5.95,3.6
2331,0.92,Very Good,J,SI1,62.6,58,3170,6.18,6.22,3.88
2334,0.75,Ideal,E,SI1,62.1,55,3170,5.81,5.85,3.62
2338,0.74,Ideal,F,VS1,61.7,56,3170,5.83,5.78,3.58
2339,0.74,Ideal,F,VS1,62.3,57,3170,5.79,5.77,3.6
2341,0.83,Very Good,G,SI1,62.3,58,3171,5.97,6.01,3.73
2345,0.83,Ideal,G,SI1,61.8,55,3171,6.05,6.09,3.75
2349,1.03,Ideal,H,SI2,62.4,57,3172,6.43,6.36,4
2351,0.7,Ideal,E,VS2,62.2,55,3172,5.64,5.67,3.52
2369,0.9,Good,I,SI1,63.5,59,3176,6.05,6.1,3.86
2383,0.32,Very Good,H,VS1,62.8,58,561,4.35,4.37,2.74
2386,0.4,Good,H,SI2,63.8,57,561,4.67,4.7,2.99
2387,0.32,Premium,G,VS2,61.5,60,561,4.36,4.39,2.69
2389,0.32,Premium,G,VS2,61.5,59,561,4.4,4.42,2.71
2394,0.32,Ideal,G,VS2,62.5,56,561,4.38,4.42,2.75
2399,0.26,Very Good,F,VVS1,61.3,58,562,4.13,4.16,2.54
2400,0.31,Ideal,G,VS2,61.7,55,562,4.37,4.39,2.7
2405,0.67,Very Good,G,VVS1,62,56,3178,5.6,5.62,3.48
2416,0.72,Ideal,H,VVS1,60.8,58,3180,5.77,5.8,3.52
2418,0.72,Ideal,H,VVS1,61.5,57,3180,5.74,5.76,3.54
2420,0.91,Fair,H,SI1,64.8,57,3180,6.12,6.07,3.95
2422,0.91,Very Good,J,SI2,62,56,3181,6.18,6.23,3.85
2425,0.92,Ideal,J,SI1,61.7,57,3181,6.21,6.26,3.85
2429,0.73,Ideal,D,VS2,62.1,56,3182,5.77,5.8,3.59
2430,0.73,Ideal,G,VVS2,61.9,56,3183,5.74,5.81,3.61
2431,0.73,Ideal,G,VVS2,62.2,55,3183,5.74,5.77,3.58
2436,0.7,Premium,D,VS1,60.9,60,3183,5.75,5.71,3.49
2444,0.9,Fair,E,SI2,57.5,68,3187,6.37,6.33,3.65
2446,0.9,Very Good,E,SI2,63.4,56,3187,6.15,5.99,3.85
2447,1.03,Good,J,SI2,56.2,62,3188,6.69,6.73,3.77
2448,0.9,Very Good,J,VS1,62.5,56,3188,6.11,6.21,3.85
2452,0.85,Ideal,E,SI2,62.8,57,3189,6.06,6.01,3.79
2454,0.74,Ideal,E,VS2,59.5,57,3189,5.92,5.94,3.53
2458,0.71,Ideal,H,IF,62,54,3190,5.71,5.75,3.55
2460,0.92,Premium,I,SI1,62.9,60,3190,6.18,6.13,3.87
2461,1.01,Fair,J,VS2,65.8,55,3190,6.29,6.24,4.12
2468,0.71,Ideal,D,VS1,62.2,55,3192,5.71,5.74,3.56
2477,1,Fair,H,SI2,64.4,57,3192,6.35,6.29,4.07
2480,0.9,Good,J,VVS2,57.4,61,3193,6.42,6.37,3.67
2482,0.81,Premium,G,VS2,62.9,58,3193,5.94,5.88,3.72
2487,0.71,Ideal,G,VS1,62.3,54,3195,5.68,5.72,3.55
2488,0.8,Ideal,D,SI1,61.7,56,3195,5.96,6,3.69
2490,0.91,Very Good,F,SI1,63.5,58,3195,6.15,6.1,3.89
2493,0.9,Good,I,SI1,63,53,3196,6.08,6.15,3.85
2494,0.91,Ideal,F,SI2,61.7,55,3196,6.27,6.2,3.85
2500,0.73,Ideal,E,VS2,62.2,59,3198,5.74,5.77,3.58
2504,0.7,Premium,E,VS2,61,59,3199,5.74,5.7,3.49
2509,0.7,Ideal,F,VS1,62.4,56,3199,5.67,5.65,3.53
2517,0.7,Ideal,E,VS2,61.1,59,3201,5.67,5.73,3.48
2522,1.04,Good,H,I1,63.9,58,3203,6.35,6.42,4.08
2528,0.7,Very Good,F,VVS2,60.5,60,3205,5.7,5.73,3.46
2530,0.7,Ideal,G,VVS2,60.8,56,3205,5.75,5.79,3.51
2534,0.9,Fair,D,SI2,65.9,59,3205,6,5.95,3.94
2536,0.9,Fair,D,SI2,64.7,54,3205,6.1,6.04,3.93
2537,0.9,Fair,D,SI2,65.7,60,3205,5.98,5.93,3.91
2543,0.75,Very Good,E,VS2,62.8,55,3206,5.77,5.79,3.63
2544,0.58,Ideal,D,VVS1,60.6,57,3206,5.38,5.41,3.27
2545,0.7,Ideal,G,VS1,61.2,56,3206,5.71,5.75,3.5
2546,0.7,Ideal,G,VS1,61.4,55,3206,5.71,5.76,3.53
2551,0.77,Very Good,H,VVS2,61.1,56,3208,5.89,5.92,3.61
2553,0.7,Very Good,D,VS1,60.1,60,3208,5.73,5.76,3.45
2555,0.93,Very Good,J,VS2,63.3,61,3208,6.19,6.14,3.9
2558,0.73,Ideal,G,VS1,60.8,56.4,3209,5.81,5.86,3.55
